time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1429;76;370;21;0;1092;0;0;0;0;0;0;0;0;2699;0
1;1413;87;328;43;0;1092;0;0;0;0;0;0;0;0;2699;0
2;1434;86;339;25;0;1092;0;0;0;0;0;0;0;0;2699;0
3;1440;82;370;34;0;1092;0;0;0;0;0;0;0;0;2699;0
4;1410;88;372;42;0;1092;0;0;0;0;0;0;0;0;2699;0
5;1436;84;291;25;0;1092;0;0;0;0;0;0;0;0;2699;0
6;1432;88;380;24;0;1092;0;0;0;0;0;0;0;0;2699;0
7;1418;94;322;43;0;1092;0;0;0;0;0;0;0;0;2699;0
8;1444;85;340;30;0;1092;0;0;0;0;0;0;0;0;2699;0
9;1433;107;388;20;0;1092;0;0;0;0;0;0;0;0;2699;0
10;1420;91;299;37;0;1092;0;0;0;0;0;0;0;0;2699;0
11;1436;86;359;28;0;1092;0;0;0;0;0;0;0;0;2699;0
12;1435;111;340;24;0;1092;0;0;0;0;0;0;0;0;2699;0
13;1411;94;307;34;0;1092;0;0;0;0;0;0;0;0;2699;0
14;1439;86;349;30;0;1092;0;0;0;0;0;0;0;0;2699;0
15;1439;109;348;14;0;1092;0;0;0;0;0;0;0;0;2699;0
16;1415;89;313;37;0;1092;0;0;0;0;0;0;0;0;2699;0
17;1436;83;355;23;0;1092;0;0;0;0;0;0;0;0;2699;0
18;1436;111;315;23;0;1092;0;0;0;0;0;0;0;0;2699;0
19;1419;93;357;34;0;1092;0;0;0;0;0;0;0;0;2699;0
20;1434;84;288;24;0;1092;0;0;0;0;0;0;0;0;2699;0
21;1433;122;377;17;0;1092;0;0;0;0;0;0;0;0;2699;0
22;1419;96;330;30;0;1092;0;0;0;0;0;0;0;0;2699;0
23;1437;89;351;17;0;1092;0;0;0;0;0;0;0;0;2699;0
24;1425;123;384;26;0;1092;0;0;0;0;0;0;0;0;2699;0
25;1420;90;309;26;0;1092;0;0;0;0;0;0;0;0;2699;0
26;1441;86;294;24;0;1092;0;0;0;0;0;0;0;0;2699;0
27;1419;102;379;22;0;1092;0;0;0;0;0;0;0;0;2699;0
28;1418;93;301;23;0;1091;16;0;0;0;0;0;0;0;2699;0
29;1438;85;349;27;0;1091;0;0;0;0;0;0;0;0;2699;0
30;1433;99;340;24;0;1092;-16;0;0;0;0;0;0;0;2699;0
31;1412;93;360;25;0;1092;0;0;0;0;0;0;0;0;2699;0
32;1436;88;306;24;0;1092;0;0;0;0;0;0;0;0;2699;0
33;1438;118;315;30;0;1092;0;0;0;0;0;0;0;0;2699;0
34;1413;95;316;30;0;1092;0;0;0;0;0;0;0;0;2699;0
35;1440;82;365;30;0;1092;0;0;0;0;0;0;0;0;2699;0
36;1433;99;321;20;0;1092;0;0;0;0;0;0;0;0;2699;0
37;1419;90;359;44;0;1091;16;0;0;0;0;0;0;0;2699;0
38;1436;88;365;24;0;1092;-16;0;0;0;0;0;0;0;2699;0
39;1443;85;356;27;0;1092;0;0;0;0;0;0;0;0;2699;0
40;1413;94;324;38;0;1092;0;0;0;0;0;0;0;0;2699;0
41;1432;89;370;26;0;1092;0;0;0;0;0;0;0;0;2699;0
42;1440;95;315;24;0;1092;0;0;0;0;0;0;0;0;2699;0
43;1415;94;315;40;0;1091;16;0;0;0;0;0;0;0;2699;0
44;1434;84;318;21;0;1091;0;0;0;0;0;0;0;0;2699;0
45;1429;81;322;22;0;1092;-16;0;0;0;0;0;0;0;2699;0
46;1410;92;336;42;0;1092;0;0;0;0;0;0;0;0;2699;0
47;1434;83;340;35;0;1092;0;0;0;0;0;0;0;0;2699;0
48;1432;77;318;18;0;1092;0;0;0;0;0;0;0;0;2699;0
49;1412;92;383;40;0;1092;0;0;0;0;0;0;0;0;2699;0
50;1424;89;306;24;0;1092;0;0;0;0;0;0;0;0;2699;0
51;1432;80;355;21;0;1092;0;0;0;0;0;0;0;0;2699;0
52;1410;87;313;26;0;1092;0;0;0;0;0;0;0;0;2699;0
53;1420;86;340;24;0;1092;0;0;0;0;0;0;0;0;2699;0
54;1435;75;374;20;0;1092;0;0;0;0;0;0;0;0;2699;0
55;1407;92;354;24;0;1092;0;0;0;0;0;0;0;0;2699;0
56;1423;88;317;30;0;1092;0;0;0;0;0;0;0;0;2699;0
57;1441;83;290;22;0;1092;0;0;0;0;0;0;0;0;2699;0
58;1416;104;310;17;0;1092;0;0;0;0;0;0;0;0;2699;0
