time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1413;84;341;44;0;3083;16;0;0;0;0;0;0;0;2699;0
1;1437;83;286;21;0;3083;0;0;0;0;0;0;0;0;2699;0
2;1412;91;304;28;0;3083;0;0;0;0;0;0;0;0;2699;0
3;1426;81;339;19;0;3083;0;0;0;0;0;0;0;0;2699;0
4;1419;90;338;29;0;3083;0;0;0;0;0;0;0;0;2699;0
5;1427;77;285;23;0;3083;0;0;0;0;0;0;0;0;2699;0
6;1420;88;333;31;0;3083;0;0;0;0;0;0;0;0;2699;0
7;1440;82;341;18;0;3083;0;0;0;0;0;0;0;0;2699;0
8;1413;89;301;20;0;3083;0;0;0;0;0;0;0;0;2699;0
9;1439;86;317;19;0;3084;-16;0;0;0;0;0;0;0;2699;0
10;1423;88;280;27;0;3083;16;0;0;0;0;0;0;0;2699;0
11;1440;91;345;23;0;3084;-16;0;0;0;0;0;0;0;2699;0
12;1416;84;316;23;0;3084;0;0;0;0;0;0;0;0;2699;0
13;1438;95;329;13;0;3084;0;0;0;0;0;0;0;0;2699;0
14;1425;86;287;29;0;3084;0;0;0;0;0;0;0;0;2699;0
15;1434;105;361;22;0;3084;0;0;0;0;0;0;0;0;2699;0
16;1426;84;282;27;0;3083;16;0;0;0;0;0;0;0;2699;0
17;1430;95;347;24;0;3083;0;0;0;0;0;0;0;0;2699;0
18;1429;86;331;20;0;3083;0;0;0;0;0;0;0;0;2699;0
19;1415;101;273;17;0;3084;-16;0;0;0;0;0;0;0;2699;0
20;1437;82;314;24;0;3083;16;0;0;0;0;0;0;0;2699;0
21;1410;92;336;24;0;3083;0;0;0;0;0;0;0;0;2699;0
22;1435;82;326;26;0;3084;-16;0;0;0;0;0;0;0;2699;0
23;1409;93;315;24;0;3084;0;0;0;0;0;0;0;0;2699;0
24;1444;85;333;14;0;3083;16;0;0;0;0;0;0;0;2699;0
25;1408;88;346;26;0;3083;0;0;0;0;0;0;0;0;2699;0
