time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1409;77;268;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
1;1422;74;327;9;0;1134;0;0;0;0;0;0;0;0;2699;1000
2;1434;69;325;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
3;1406;76;259;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
4;1423;77;266;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
5;1434;69;293;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
6;1411;77;308;24;0;1134;0;0;0;0;0;0;0;0;2699;1000
7;1425;73;265;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
8;1430;66;327;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
9;1412;74;269;14;0;1134;0;0;0;0;0;0;0;0;2699;1000
10;1431;69;304;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
11;1440;74;280;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
12;1413;80;287;8;0;1134;0;0;0;0;0;0;0;0;2699;1000
13;1435;74;246;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
14;1440;92;332;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
15;1421;77;284;10;0;1134;0;0;0;0;0;0;0;0;2699;1000
16;1438;71;299;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
17;1438;110;284;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
18;1413;82;308;3;0;1134;0;0;0;0;0;0;0;0;2699;1000
19;1438;70;266;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
20;1425;83;304;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
21;1421;84;270;8;0;1134;0;0;0;0;0;0;0;0;2699;1000
22;1429;72;316;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
23;1418;78;318;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
24;1419;77;317;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
25;1438;66;275;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
26;1410;77;320;4;0;1134;0;0;0;0;0;0;0;0;2699;1000
27;1422;74;272;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
28;1432;67;302;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
29;1410;76;325;7;0;1134;0;0;0;0;0;0;0;0;2699;1000
30;1435;72;274;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
31;1425;64;309;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
32;1412;75;328;14;0;1134;0;0;0;0;0;0;0;0;2699;1000
33;1433;72;246;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
34;1444;91;310;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
35;1419;71;332;6;0;1134;0;0;0;0;0;0;0;0;2699;1000
36;1442;73;275;2;0;1134;0;0;0;0;0;0;0;0;2699;1000
37;1426;116;296;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
38;1418;80;282;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
39;1435;74;306;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
40;1426;85;315;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
41;1420;78;283;2;0;1134;0;0;0;0;0;0;0;0;2699;1000
42;1428;68;313;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
43;1411;79;326;16;0;1134;0;0;0;0;0;0;0;0;2699;1000
44;1436;78;266;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
45;1439;101;278;0;0;1134;0;0;0;0;0;0;0;0;2699;1000
46;1415;78;314;4;0;1134;0;0;0;0;0;0;0;0;2699;1000
