time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1404;87;358;0;0;0;0;0;0;0;0;0;0;0;2699;0
1;1416;92;331;0;0;0;0;0;0;0;0;0;0;0;2699;0
2;1399;94;326;0;0;0;0;0;0;0;0;0;0;0;2699;0
3;1416;82;314;0;0;0;0;0;0;0;0;0;0;0;2699;0
4;1382;96;335;1;0;0;0;0;0;0;0;0;0;0;2699;0
5;1414;87;315;0;0;0;0;0;0;0;0;0;0;0;2699;0
6;1408;104;333;0;0;0;0;0;0;0;0;0;0;0;2699;0
7;1390;94;343;0;0;0;0;0;0;0;0;0;0;0;2699;0
8;1413;82;358;0;0;0;0;0;0;0;0;0;0;0;2699;0
9;1393;95;348;0;0;0;0;0;0;0;0;0;0;0;2699;0
10;1419;81;344;0;0;0;0;0;0;0;0;0;0;0;2699;0
11;1392;97;310;0;0;0;0;0;0;0;0;0;0;0;2699;0
12;1412;84;291;0;0;0;0;0;0;0;0;0;0;0;2699;0
13;1388;93;310;0;0;0;0;0;0;0;0;0;0;0;2699;0
14;1409;84;347;0;0;0;0;0;0;0;0;0;0;0;2699;0
15;1407;101;361;0;0;0;0;0;0;0;0;0;0;0;2699;0
16;1401;86;360;0;0;0;0;0;0;0;0;0;0;0;2699;0
17;1414;73;324;0;0;0;0;0;0;0;0;0;0;0;2699;0
18;1397;93;359;0;0;0;0;0;0;0;0;0;0;0;2699;0
19;1413;81;294;0;0;0;0;0;0;0;0;0;0;0;2699;0
20;1385;93;306;0;0;0;0;0;0;0;0;0;0;0;2699;0
21;1416;92;307;0;0;0;0;0;0;0;0;0;0;0;2699;0
22;1388;98;317;0;0;0;0;0;0;0;0;0;0;0;2699;0
23;1403;90;314;0;0;0;0;0;0;0;0;0;0;0;2699;0
24;1415;98;335;0;0;0;0;0;0;0;0;0;0;0;2699;0
25;1394;94;332;0;0;0;0;0;0;0;0;0;0;0;2699;0
26;1410;78;312;0;0;0;0;0;0;0;0;0;0;0;2699;0
27;1390;94;318;0;0;0;0;0;0;0;0;0;0;0;2699;0
28;1419;87;361;0;0;0;0;0;0;0;0;0;0;0;2699;0
29;1386;91;361;2;0;0;0;0;0;0;0;0;0;0;2699;0
30;1416;88;358;0;0;0;0;0;0;0;0;0;0;0;2699;0
31;1398;103;372;0;0;0;0;0;0;0;0;0;0;0;2699;0
32;1403;92;368;0;0;0;0;0;0;0;0;0;0;0;2699;0
33;1414;85;379;0;0;0;0;0;0;0;0;0;0;0;2699;0
34;1389;95;325;0;0;0;0;0;0;0;0;0;0;0;2699;0
35;1413;85;363;0;0;0;0;0;0;0;0;0;0;0;2699;0
36;1392;91;321;0;0;0;0;0;0;0;0;0;0;0;2699;0
37;1413;85;306;0;0;0;0;0;0;0;0;0;0;0;2699;0
38;1397;100;308;0;0;0;0;0;0;0;0;0;0;0;2699;0
39;1403;88;309;0;0;0;0;0;0;0;0;0;0;0;2699;0
40;1422;114;329;0;0;0;0;0;0;0;0;0;0;0;2699;0
41;1393;92;381;0;0;0;0;0;0;0;0;0;0;0;2699;0
42;1403;80;304;0;0;0;0;0;0;0;0;0;0;0;2699;0
43;1392;96;320;0;0;0;0;0;0;0;0;0;0;0;2699;0
44;1413;86;286;0;0;0;0;0;0;0;0;0;0;0;2699;0
45;1386;88;377;0;0;0;0;0;0;0;0;0;0;0;2699;0
46;1418;90;338;0;0;0;0;0;0;0;0;0;0;0;2699;0
47;1407;125;387;0;0;0;0;0;0;0;0;0;0;0;2699;0
48;1397;95;387;0;0;0;0;0;0;0;0;0;0;0;2699;0
49;1412;83;373;0;0;0;0;0;0;0;0;0;0;0;2699;0
50;1387;96;331;0;0;0;0;0;0;0;0;0;0;0;2699;0
51;1422;87;323;0;0;0;0;0;0;0;0;0;0;0;2699;0
52;1388;87;365;0;0;0;0;0;0;0;0;0;0;0;2699;0
53;1402;88;301;0;0;0;0;0;0;0;0;0;0;0;2699;0
54;1410;113;322;0;0;0;0;0;0;0;0;0;0;0;2699;0
55;1392;95;318;0;0;0;0;0;0;0;0;0;0;0;2699;0
56;1406;82;308;0;0;0;0;0;0;0;0;0;0;0;2699;0
57;1397;91;371;0;0;0;0;0;0;0;0;0;0;0;2699;0
58;1418;86;360;0;0;0;0;0;0;0;0;0;0;0;2699;0
59;1385;91;309;0;0;0;0;0;0;0;0;0;0;0;2699;0
60;1410;90;351;0;0;0;0;0;0;0;0;0;0;0;2699;0
61;1394;100;359;0;0;0;0;0;0;0;0;0;0;0;2699;0
62;1400;92;366;0;0;0;0;0;0;0;0;0;0;0;2699;0
63;1418;95;346;0;0;0;0;0;0;0;0;0;0;0;2699;0
64;1394;90;368;0;0;0;0;0;0;0;0;0;0;0;2699;0
65;1408;85;333;0;0;0;0;0;0;0;0;0;0;0;2699;0
66;1383;93;372;0;0;0;0;0;0;0;0;0;0;0;2699;0
67;1415;91;308;0;0;0;0;0;0;0;0;0;0;0;2699;0
68;1388;100;328;0;0;0;0;0;0;0;0;0;0;0;2699;0
69;1401;84;354;0;0;0;0;0;0;0;0;0;0;0;2699;0
70;1426;92;375;0;0;0;0;0;0;0;0;0;0;0;2699;0
71;1397;89;305;0;0;0;0;0;0;0;0;0;0;0;2699;0
72;1402;80;297;0;0;0;0;0;0;0;0;0;0;0;2699;0
73;1395;95;325;0;0;0;0;0;0;0;0;0;0;0;2699;0
74;1416;86;348;0;0;0;0;0;0;0;0;0;0;0;2699;0
75;1392;99;349;0;0;0;0;0;0;0;0;0;0;0;2699;0
76;1407;87;330;0;0;0;0;0;0;0;0;0;0;0;2699;0
77;1416;96;361;0;0;0;0;0;0;0;0;0;0;0;2699;0
78;1391;94;318;0;0;0;0;0;0;0;0;0;0;0;2699;0
79;1408;82;310;0;0;0;0;0;0;0;0;0;0;0;2699;0
80;1393;96;369;3;0;0;0;0;0;0;0;0;0;0;2699;0
