time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1389;95;324;0;0;573;0;0;0;0;0;0;0;0;2699;0
1;1404;136;299;0;0;573;0;0;0;0;0;0;0;0;2699;0
2;1418;87;258;0;0;573;0;0;0;0;0;0;0;0;2699;0
3;1416;92;273;0;0;573;0;0;0;0;0;0;0;0;2699;0
4;1401;92;322;0;0;573;0;0;0;0;0;0;0;0;2699;0
5;1387;93;332;1;0;573;0;0;0;0;0;0;0;0;2699;0
6;1403;100;324;0;0;573;0;0;0;0;0;0;0;0;2699;0
7;1409;84;273;0;0;573;0;0;0;0;0;0;0;0;2699;0
8;1420;93;305;0;0;573;0;0;0;0;0;0;0;0;2699;0
9;1399;94;338;0;0;573;0;0;0;0;0;0;0;0;2699;0
10;1386;97;298;0;0;573;0;0;0;0;0;0;0;0;2699;0
11;1412;144;357;0;0;573;0;0;0;0;0;0;0;0;2699;0
12;1411;84;279;0;0;573;0;0;0;0;0;0;0;0;2699;0
13;1410;89;296;0;0;573;0;0;0;0;0;0;0;0;2699;0
14;1402;96;318;0;0;573;0;0;0;0;0;0;0;0;2699;0
15;1385;95;336;1;0;573;0;0;0;0;0;0;0;0;2699;0
16;1414;140;355;0;0;573;0;0;0;0;0;0;0;0;2699;0
17;1405;86;296;0;0;573;0;0;0;0;0;0;0;0;2699;0
18;1422;88;275;0;0;573;0;0;0;0;0;0;0;0;2699;0
19;1391;94;314;0;0;573;0;0;0;0;0;0;0;0;2699;0
20;1395;96;330;0;0;573;0;0;0;0;0;0;0;0;2699;0
21;1400;101;273;0;0;573;0;0;0;0;0;0;0;0;2699;0
22;1413;83;268;0;0;573;0;0;0;0;0;0;0;0;2699;0
23;1414;88;285;0;0;573;0;0;0;0;0;0;0;0;2699;0
24;1409;94;288;0;0;573;0;0;0;0;0;0;0;0;2699;0
25;1389;102;272;0;0;573;0;0;0;0;0;0;0;0;2699;0
26;1395;101;309;0;0;573;0;0;0;0;0;0;0;0;2699;0
27;1413;91;282;0;0;573;0;0;0;0;0;0;0;0;2699;0
28;1422;88;297;0;0;573;0;0;0;0;0;0;0;0;2699;0
29;1405;90;328;0;0;573;0;0;0;0;0;0;0;0;2699;0
30;1392;98;329;0;0;573;0;0;0;0;0;0;0;0;2699;0
31;1387;94;323;0;0;573;0;0;0;0;0;0;0;0;2699;0
32;1414;91;316;0;0;573;0;0;0;0;0;0;0;0;2699;0
33;1425;90;311;0;0;573;0;0;0;0;0;0;0;0;2699;0
34;1402;96;273;0;0;573;0;0;0;0;0;0;0;0;2699;0
35;1390;94;324;0;0;573;0;0;0;0;0;0;0;0;2699;0
36;1395;100;275;0;0;573;0;0;0;0;0;0;0;0;2699;0
37;1412;90;262;0;0;573;0;0;0;0;0;0;0;0;2699;0
38;1420;94;269;0;0;573;0;0;0;0;0;0;0;0;2699;0
39;1400;92;308;0;0;573;0;0;0;0;0;0;0;0;2699;0
40;1389;96;287;0;0;573;0;0;0;0;0;0;0;0;2699;0
41;1407;101;280;0;0;573;0;0;0;0;0;0;0;0;2699;0
42;1407;81;331;0;0;573;0;0;0;0;0;0;0;0;2699;0
43;1412;89;318;0;0;573;0;0;0;0;0;0;0;0;2699;0
44;1393;94;332;0;0;573;0;0;0;0;0;0;0;0;2699;0
45;1389;97;323;4;0;573;0;0;0;0;0;0;0;0;2699;0
46;1415;125;302;0;0;573;0;0;0;0;0;0;0;0;2699;0
47;1415;85;308;0;0;573;0;0;0;0;0;0;0;0;2699;0
48;1405;96;308;0;0;573;0;0;0;0;0;0;0;0;2699;0
49;1391;96;329;0;0;573;0;0;0;0;0;0;0;0;2699;0
50;1384;91;270;0;0;573;0;0;0;0;0;0;0;0;2699;0
51;1418;93;277;0;0;573;0;0;0;0;0;0;0;0;2699;0
52;1420;88;314;0;0;573;0;0;0;0;0;0;0;0;2699;0
53;1407;92;328;0;0;573;0;0;0;0;0;0;0;0;2699;0
54;1394;98;316;0;0;573;0;0;0;0;0;0;0;0;2699;0
55;1386;93;279;0;0;573;0;0;0;0;0;0;0;0;2699;0
56;1415;113;320;0;0;573;0;0;0;0;0;0;0;0;2699;0
57;1419;89;298;0;0;573;0;0;0;0;0;0;0;0;2699;0
58;1410;91;280;0;0;573;0;0;0;0;0;0;0;0;2699;0
59;1391;93;260;0;0;573;0;0;0;0;0;0;0;0;2699;0
60;1388;91;334;0;0;573;0;0;0;0;0;0;0;0;2699;0
61;1405;139;316;0;0;573;0;0;0;0;0;0;0;0;2699;0
62;1412;82;317;0;0;573;0;0;0;0;0;0;0;0;2699;0
63;1414;86;310;0;0;573;0;0;0;0;0;0;0;0;2699;0
64;1390;94;285;0;0;573;0;0;0;0;0;0;0;0;2699;0
65;1389;97;278;0;0;573;0;0;0;0;0;0;0;0;2699;0
66;1414;123;331;0;0;573;0;0;0;0;0;0;0;0;2699;0
67;1419;83;266;0;0;573;0;0;0;0;0;0;0;0;2699;0
68;1409;88;313;0;0;573;0;0;0;0;0;0;0;0;2699;0
69;1399;92;334;0;0;573;0;0;0;0;0;0;0;0;2699;0
70;1383;89;274;0;0;573;0;0;0;0;0;0;0;0;2699;0
71;1419;94;294;0;0;573;0;0;0;0;0;0;0;0;2699;0
72;1423;85;289;0;0;573;0;0;0;0;0;0;0;0;2699;0
73;1396;93;285;0;0;573;0;0;0;0;0;0;0;0;2699;0
74;1393;99;262;0;0;573;0;0;0;0;0;0;0;0;2699;0
75;1408;97;337;0;0;573;0;0;0;0;0;0;0;0;2699;0
76;1413;81;304;0;0;573;0;0;0;0;0;0;0;0;2699;0
77;1410;90;263;0;0;573;0;0;0;0;0;0;0;0;2699;0
78;1389;93;325;0;0;573;0;0;0;0;0;0;0;0;2699;0
79;1387;88;334;0;0;573;0;0;0;0;0;0;0;0;2699;0
80;1416;96;290;0;0;573;0;0;0;0;0;0;0;0;2699;0
81;1419;87;307;0;0;573;0;0;0;0;0;0;0;0;2699;0
82;1399;96;284;0;0;573;0;0;0;0;0;0;0;0;2699;0
83;1386;91;325;0;0;573;0;0;0;0;0;0;0;0;2699;0
84;1419;118;336;0;0;573;0;0;0;0;0;0;0;0;2699;0
85;1426;88;256;0;0;573;0;0;0;0;0;0;0;0;2699;0
86;1403;85;280;0;0;573;0;0;0;0;0;0;0;0;2699;0
87;1386;96;315;0;0;573;0;0;0;0;0;0;0;0;2699;0
88;1402;99;319;0;0;573;0;0;0;0;0;0;0;0;2699;0
89;1416;83;278;0;0;573;0;0;0;0;0;0;0;0;2699;0
