time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1418;85;334;0;0;2282;0;0;0;0;0;0;0;0;2699;0
1;1384;98;315;0;0;2282;0;0;0;0;0;0;0;0;2699;0
2;1409;88;317;0;0;2282;0;0;0;0;0;0;0;0;2699;0
3;1424;97;382;0;0;2282;0;0;0;0;0;0;0;0;2699;0
4;1393;91;392;0;0;2282;0;0;0;0;0;0;0;0;2699;0
5;1412;83;354;0;0;2282;0;0;0;0;0;0;0;0;2699;0
6;1390;97;320;0;0;2282;0;0;0;0;0;0;0;0;2699;0
7;1409;85;356;0;0;2282;0;0;0;0;0;0;0;0;2699;0
8;1410;130;394;0;0;2282;0;0;0;0;0;0;0;0;2699;0
9;1393;92;365;0;0;2282;0;0;0;0;0;0;0;0;2699;0
10;1407;84;327;0;0;2282;0;0;0;0;0;0;0;0;2699;0
11;1393;96;331;12;0;2282;0;0;0;0;0;0;0;0;2699;0
12;1416;86;379;0;0;2282;0;0;0;0;0;0;0;0;2699;0
13;1394;99;316;0;0;2282;0;0;0;0;0;0;0;0;2699;0
14;1403;88;363;0;0;2282;0;0;0;0;0;0;0;0;2699;0
15;1408;85;333;0;0;2282;0;0;0;0;0;0;0;0;2699;0
16;1395;96;342;9;0;2282;0;0;0;0;0;0;0;0;2699;0
17;1420;89;313;0;0;2282;0;0;0;0;0;0;0;0;2699;0
18;1384;89;385;1;0;2282;0;0;0;0;0;0;0;0;2699;0
19;1408;86;344;0;0;2282;0;0;0;0;0;0;0;0;2699;0
20;1414;128;356;0;0;2282;0;0;0;0;0;0;0;0;2699;0
21;1390;91;392;0;0;2282;0;0;0;0;0;0;0;0;2699;0
22;1401;72;376;0;0;2282;0;0;0;0;0;0;0;0;2699;0
23;1386;90;328;0;0;2282;0;0;0;0;0;0;0;0;2699;0
24;1415;86;363;0;0;2282;0;0;0;0;0;0;0;0;2699;0
25;1398;96;401;0;0;2282;0;0;0;0;0;0;0;0;2699;0
26;1397;90;345;0;0;2282;0;0;0;0;0;0;0;0;2699;0
27;1407;79;382;0;0;2282;0;0;0;0;0;0;0;0;2699;0
28;1389;88;336;6;0;2282;0;0;0;0;0;0;0;0;2699;0
29;1414;87;345;0;0;2282;0;0;0;0;0;0;0;0;2699;0
30;1389;88;368;0;0;2282;0;0;0;0;0;0;0;0;2699;0
31;1402;88;325;0;0;2282;0;0;0;0;0;0;0;0;2699;0
32;1420;89;372;0;0;2282;0;0;0;0;0;0;0;0;2699;0
33;1395;96;334;0;0;2282;0;0;0;0;0;0;0;0;2699;0
34;1414;82;358;0;0;2282;0;0;0;0;0;0;0;0;2699;0
35;1382;94;350;4;0;2282;0;0;0;0;0;0;0;0;2699;0
36;1413;90;382;0;0;2282;0;0;0;0;0;0;0;0;2699;0
37;1407;102;325;0;0;2282;0;0;0;0;0;0;0;0;2699;0
38;1398;88;387;0;0;2282;0;0;0;0;0;0;0;0;2699;0
39;1408;87;333;0;0;2282;0;0;0;0;0;0;0;0;2699;0
40;1397;90;384;8;0;2282;0;0;0;0;0;0;0;0;2699;0
41;1418;90;302;0;0;2282;0;0;0;0;0;0;0;0;2699;0
42;1386;96;340;0;0;2282;0;0;0;0;0;0;0;0;2699;0
43;1406;87;321;0;0;2282;0;0;0;0;0;0;0;0;2699;0
44;1410;88;371;0;0;2282;0;0;0;0;0;0;0;0;2699;0
45;1389;94;371;3;0;2282;0;0;0;0;0;0;0;0;2699;0
46;1417;89;328;0;0;2282;0;0;0;0;0;0;0;0;2699;0
47;1385;87;372;0;0;2282;0;0;0;0;0;0;0;0;2699;0
48;1404;86;355;0;0;2282;0;0;0;0;0;0;0;0;2699;0
49;1420;105;338;0;0;2282;0;0;0;0;0;0;0;0;2699;0
50;1393;93;384;0;0;2282;0;0;0;0;0;0;0;0;2699;0
51;1405;87;346;0;0;2282;0;0;0;0;0;0;0;0;2699;0
52;1387;98;318;2;0;2282;0;0;0;0;0;0;0;0;2699;0
53;1425;90;312;0;0;2282;0;0;0;0;0;0;0;0;2699;0
54;1391;96;370;0;0;2282;0;0;0;0;0;0;0;0;2699;0
55;1390;90;390;0;0;2282;0;0;0;0;0;0;0;0;2699;0
56;1412;90;317;0;0;2282;0;0;0;0;0;0;0;0;2699;0
57;1397;99;325;0;0;2282;0;0;0;0;0;0;0;0;2699;0
58;1414;85;364;0;0;2282;0;0;0;0;0;0;0;0;2699;0
59;1385;94;393;10;0;2282;0;0;0;0;0;0;0;0;2699;0
60;1409;88;347;0;0;2282;0;0;0;0;0;0;0;0;2699;0
61;1398;102;322;0;0;2282;0;0;0;0;0;0;0;0;2699;0
62;1403;91;379;0;0;2282;0;0;0;0;0;0;0;0;2699;0
63;1407;86;380;0;0;2282;0;0;0;0;0;0;0;0;2699;0
64;1394;92;359;0;0;2282;0;0;0;0;0;0;0;0;2699;0
65;1414;87;322;0;0;2282;0;0;0;0;0;0;0;0;2699;0
66;1390;96;365;5;0;2282;0;0;0;0;0;0;0;0;2699;0
67;1405;86;372;0;0;2282;0;0;0;0;0;0;0;0;2699;0
68;1408;103;348;0;0;2282;0;0;0;0;0;0;0;0;2699;0
69;1397;90;365;0;0;2282;0;0;0;0;0;0;0;0;2699;0
70;1407;80;374;0;0;2282;0;0;0;0;0;0;0;0;2699;0
71;1388;88;322;2;0;2282;0;0;0;0;0;0;0;0;2699;0
72;1420;86;359;0;0;2282;0;0;0;0;0;0;0;0;2699;0
73;1386;93;322;0;0;2282;0;0;0;0;0;0;0;0;2699;0
74;1401;80;367;0;0;2282;0;0;0;0;0;0;0;0;2699;0
75;1424;95;336;0;0;2282;0;0;0;0;0;0;0;0;2699;0
76;1395;91;338;0;0;2282;0;0;0;0;0;0;0;0;2699;0
77;1411;81;352;0;0;2282;0;0;0;0;0;0;0;0;2699;0
78;1389;94;367;0;0;2282;0;0;0;0;0;0;0;0;2699;0
79;1419;85;361;0;0;2282;0;0;0;0;0;0;0;0;2699;0
80;1407;131;406;0;0;2282;0;0;0;0;0;0;0;0;2699;0
81;1400;90;364;0;0;2282;0;0;0;0;0;0;0;0;2699;0
82;1413;77;324;0;0;2282;0;0;0;0;0;0;0;0;2699;0
83;1392;92;330;7;0;2282;0;0;0;0;0;0;0;0;2699;0
84;1411;90;328;0;0;2282;0;0;0;0;0;0;0;0;2699;0
85;1384;94;317;0;0;2282;0;0;0;0;0;0;0;0;2699;0
86;1401;86;326;0;0;2282;0;0;0;0;0;0;0;0;2699;0
87;1416;112;390;0;0;2282;0;0;0;0;0;0;0;0;2699;0
88;1396;90;391;0;0;2282;0;0;0;0;0;0;0;0;2699;0
